Log packet size: 150 bytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logging with:    20 samples/second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Used speed is:   56000 baud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Used mode is:    HM0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Log started at:  13.10.2023 23:30:43.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeStamp, dwkrz_0   , dwkrz_1   , dwkrz_2   , dwkrz_3   , dzwg      , dzwlamfaw , fldrrx_w  , fr_w      , fra_w     , frm_w     , frxt      , frxta_w   , lambts_w  , lamfa_w   , lamsbg_w  , lamsoni_w , ldimn_w   , ldimx_w   , ldimxak_w , lditv_w   , ldptv     , ldrlms_w  , ldrlts_w  , ldtv      , ldtvm     , ldtvr_w   , mifa_w    , mibas_w   , misolv_w  , mizsolv_w , mifab_w   , miges_w   , migs_w    , miist_w   , misol_w   , misopl1_w , miszul_w  , mldmn_w   , mldmx_w   , mrfa_w    , msdk_w    , mshfm_w   , nmot_w    , nsol      , plgrus_w  , plsol     , plsol_w   , ps_w      , pssol_w   , pu        , pu_w      , pus_w     , pvdk      , pvdk_w    , pvdkds    , pvdkds_w  , pvdkdsl_w , pvdks_w   , rk_w      , rkrn_w_0  , rkrn_w_1  , rkrn_w_2  , rkrn_w_3  , rl_w      , rlmax_w   , rlmx_w    , rlmxko_w  , rlsol_w   , tabgbts_w , tans      , tevfakge_w, ti_b1     , tmot      , wdkba     , wkrdya_0  , wnwi_w    , wnwise_w  , wped      , wped_w    , zwist     , zwopt     , zwout     , zwsol     , B_kuppl   , B_lambts  , B_ldob    , B_mibeg   , B_mil     , B_tabgbts 
  sec.ms , �KW       , �KW       , �KW       , �KW       , �KW       , �KW       , -         , -         , -         , -         , -         , -         , -         , -         , -         , -         , , , , , , , , , , , , , , , , , , , , , , g/s       , g/s       , , g/s       , g/s       , rpm       , rpm       , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , , V         , V         , V         , V         , , , , , , �C        , �C        , ms        , ms        , �C        , DK      , �KW       , �KW       , �KW       , PED     , PED     , �KW       , �KW       , �KW       , �KW       ,           ,           ,           ,           ,           ,           
TIME,IgnitionRetardCyl1,IgnitionRetardCyl4,IgnitionRetardCyl2,IgnitionRetardCyl3,,,,LambdaControl,AdaptationPartial,LambdaControlAvg,LoadCorrectFactorCoolantTemp,LoadCorrectFactorIntakeTemp,LambdaPartProtection,TargetAFRDriverRequest,AirFuelRatioDesired,AirFuelRatioCurrent,BoostPID-I-Min,BoostPID-I-Max,ChargeLimitPID-I,BoostPID-I-Result,BoostPID-P-Result,ChargeLimitEngineProtection,ChargeLimitTurboProtection,WastegateDutyCycleAfterLin,WastegateDutyCycle,WastegateDutyCycleBeforeLin,,,,,,,,,,,,,,DriverRequestedRelTorque,MassAirFlowAtThrottlePlate,MassAirFlow,EngineSpeed,RequestedEngineIdlingSpeed,,BoostPressureDesired,BoostPressureDesired,,,BaroPressure,BaroPressure,BaroPressure,,,,BoostPressureActual,,BoostPressureActual,,KnockVoltageCyl1,KnockVoltageCyl4,KnockVoltageCyl2,KnockVoltageCyl3,EngineLoad,EngineLoadCorrected,EngineLoadSpecified,,EngineLoadRequested,EGTForPartProtection,IntakeAirTemperature,,FuelInjectorOnTime,CoolantTemperature,ThrottlePlateAngle,AdaptedIgnitionAngleDynRange1,CamshaftAngle,IntakeCamshaftAngle,AccelPedalPosition,AccelPedalPosition,IgnitionTimingAngle,,IgnitionTimingAngleOverall,,CondClutchPedalSwitch,CondLambdaPartProtectionActive,CondOverboostActive,,,CondEGTForPartProtection
0,0,0,0,0,9.75,0,1,1,0.99997,1,1,0.916627,1,1,1,0.968507,0,3.84,0,0,0,0,136.992,0,0,0,11.7493,11.5387,11.7493,11.6303,11.7493,99.9985,99.9985,11.6196,11.7493,11.9278,33.1635,0.833334,27.75,16.9037,6.86112,6.47223,1000,1450,985.117,980,985.117,395.039,400.781,985,985.117,985.078,1010,1012.54,1000,1008.52,1008.52,1008.52,18.5625,0.976565,0.878909,0.742189,1.32813,5,111.797,121.523,111.375,21.375,432.323,46.5,0.578667,1.492,90,4.70588,-1.5,16.5469,16.5469,15.2941,15.4665,33.75,45,33.75,33.75,0,0,0,0,0,0
0.021,0,0,0,0,10.5,0,1,1,0.99997,1,1,0.915467,1,1,1,0.987306,0,3.84,0,0,0,0,136.875,0,0,0,11.8439,11.3724,11.8439,11.3709,11.8439,99.9985,99.9985,11.3617,11.8439,12.0239,32.3517,0.833334,27.75,16.9953,6.86112,6.50001,1250,1450,985.117,980,985.117,389.961,404.453,985,985.117,985.078,1010,1010.39,1000,1008.52,1008.52,1008.52,18.7031,1.05469,0.89844,0.781252,1.25,8.75,110.93,121.078,110.836,21.6094,432.323,46.5,0.578667,1.5,90,4.70588,-1.5,11.1563,11.1563,15.2941,15.4665,33.75,44.25,33.75,33,0,0,0,0,0,0
0.027,0,0,0,0,10.5,0,1,1,0.99997,1,1,0.915467,1,1,1,0.987306,0,3.84,0,0,0,0,136.875,0,0,0,11.8439,11.3724,11.8439,11.3709,11.8439,99.9985,99.9985,11.3617,11.8439,12.0239,32.3517,0.833334,27.75,16.9953,6.86112,6.50001,1744.5,1450,985.117,980,985.117,389.961,404.453,985,985.117,985.078,1010,1010.39,1000,1008.52,1008.52,1008.52,18.7031,1.05469,0.89844,0.781252,1.25,20.4609,110.93,121.078,110.836,21.6094,432.323,46.5,0.578667,1.5,90,4.70588,-1.5,11.1563,11.1563,15.2941,15.4665,33.75,44.25,33.75,33,0,0,0,0,0,0
0.054,0,0,0,0,10.5,0,1,1,0.99997,1,1,0.915467,1,1,1,0.987306,0,3.84,0,0,0,0,136.875,0,0,0,11.8439,11.3724,11.8439,11.3709,11.8439,99.9985,99.9985,11.3617,11.8439,12.0239,32.3517,0.833334,27.75,16.9953,6.86112,6.50001,1744.5,1450,985.117,980,985.117,389.961,404.453,985,985.117,985.078,1010,1010.39,1000,1008.52,1008.52,1008.52,18.7031,1.05469,0.89844,0.781252,1.25,20.4609,110.93,121.078,110.836,21.6094,432.323,46.5,0.578667,1.5,90,4.70588,-1.5,11.1563,11.1563,15.2941,15.4665,33.75,44.25,33.75,33,0,0,0,0,0,0
0.11,0,0,0,0,10.5,0,1,1,0.99997,1,1,0.914429,1,1,1,1.00488,0,3.84,0,0,0,0,137.086,0,0,0,11.8012,11.4456,11.8012,11.4441,11.8012,99.9985,99.9985,11.4914,11.8012,11.9202,31.5171,0.833334,27.8334,17.0532,7.00001,6.66667,1746.5,1450,985.117,980,985.117,387.734,360.664,985,985.117,985.078,1000,1005.27,1000,1005.86,1005.86,1005.86,23.4844,1.05469,0.89844,0.781252,1.25,23.4375,108.633,121.078,110.695,21.3984,432.323,46.5,0.602667,1.72,90,5.09804,-1.5,4.3125,4.3125,15.2941,15.4665,32.25,36,32.25,26.25,0,0,0,0,0,0
0.16,0,0,0,0,3,0,1,1,0.99997,1,1,0.913483,1,1,1,1.00855,0,3.84,0,0,0,0,137.25,0,0,0,12.0697,12.5397,12.0697,12.6801,12.0697,99.9985,99.9985,12.7319,12.0697,12.1292,31.015,0.833334,27.8334,17.9627,7.00001,6.75001,1753.5,1450,985.117,980,985.117,379.492,339.531,985,985.117,985.078,1000,1004.38,1000,1005.86,1005.86,1005.86,21.1406,1.01563,0.937502,0.820315,1.28907,22.8281,112.195,121.453,110.93,21.8438,432.499,46.5,0.653334,1.624,90,5.09804,-1.5,1.90625,1.90625,16.0784,16.1867,32.25,33.75,32.25,27.75,0,0,0,0,0,0
0.21,0,0,0,0,3,0,1,1.00293,0.99997,1.00293,1,0.912629,1,1,1,1.02661,0,3.84,0,0,0,0,136.172,0,0,0,12.8754,13.3911,12.8754,13.1683,12.8754,99.9985,99.9985,13.1577,12.8754,12.8754,30.6076,0.833334,28.4722,18.8995,7.05556,6.80556,1766.25,1450,985.117,980,985.117,363.086,348.672,985,985.117,985.078,1000,1003.05,1000,1005.86,1005.86,1005.86,23.4375,1.01563,0.937502,0.820315,1.28907,24.4922,112.453,121.734,111.094,23.4375,432.499,46.5,0.725334,1.728,90,5.09804,-1.5,0.703125,0.703125,16.8628,16.9054,30.75,32.25,30.75,33.75,0,0,0,0,0,0
0.26,0,0,0,0,1.5,0,1,1.00763,0.99997,1.00763,1,0.911866,1,1,1,1.03003,0,3.84,0,0,0,0,136.359,0,0,0,12.8021,12.9669,12.8021,12.9822,12.8021,99.9985,99.9985,12.9715,12.8021,12.8021,30.3345,0.833334,28.4722,18.7287,7.13889,6.94445,1778.5,1450,985.117,980,985.117,346.328,341.68,985,985.117,985.078,1000,1001.05,1000,1005.86,1005.86,1005.86,22.2656,1.05469,0.957034,0.820315,1.28907,23.5781,112.008,122.391,111.586,23.25,432.499,46.5,0.680001,1.692,90,5.09804,-1.5,-0.328125,-0.328125,16.8628,16.9054,30.75,32.25,30.75,32.25,0,0,0,0,0,0
0.31,0,0,0,0,1.5,0,1,1.0159,0.99997,1.0159,1,0.911195,1,1,1,1.03784,0,3.84,0,0,0,0,136.359,0,0,0,12.7777,12.6022,12.7777,12.6923,12.7777,99.9985,99.9985,12.6816,12.7777,12.7777,30.098,0.833334,28.7222,18.7805,7.66667,7.19445,1774.5,1450,985.117,980,985.117,335.664,341.055,985,985.117,985.078,990,997.539,1000,1003.24,1003.24,1003.24,21.9844,1.05469,0.957034,0.820315,1.28907,22.7813,111.938,122.344,111.469,23.2031,432.499,46.5,0.680001,1.68,90,5.4902,-1.5,-0.625,-0.625,16.8628,16.9054,32.25,32.25,32.25,32.25,0,0,0,0,0,0
0.36,0,0,0,0,0,0,1,1.02319,0.99997,1.02319,1,0.910584,1,1,1,1.04395,0,3.84,0,0,0,0,136.195,0,0,0,12.9089,12.5702,12.9089,12.5733,12.9089,99.9985,99.9985,12.5626,12.9089,12.9089,46.7224,0.833334,28.25,19.0155,7.66667,7.55556,1757.5,1450,985.117,980,985.117,335.391,345.508,985,985.117,985.078,990,996.25,1000,1003.24,1003.24,1003.24,22.6875,1.09375,0.917971,0.859377,1.36719,22.7344,111.328,121.852,110.953,23.5078,432.792,46.5,0.698668,1.7,90,5.4902,-1.5,-0.40625,-0.40625,16.8628,16.9054,32.25,32.25,32.25,32.25,0,0,0,0,0,0
1.978,0,0,0,0,1.5,0,1,1.00134,0.99997,0.975953,1,0.905213,1,1,1,0.976076,0,3.84,0,0,0,0,135.188,0,0,0,9.51539,10.1273,9.51539,10.1257,9.51539,99.9985,99.9985,10.1181,9.51539,9.51539,24.2768,0.833334,28.0278,12.6953,5.5,5.63889,1810.5,1450,985.117,980,985.117,261.641,246.875,985,985.117,985.078,990,990.352,990,997.969,997.969,997.969,16.5469,1.01563,0.937502,0.820315,2.03126,17.2734,111.422,123.375,111.68,16.1953,434.979,46.5,0.509334,1.432,90,3.92157,-1.5,-0.625,-0.625,12.9412,12.9488,33,34.5,33,34.5,0,0,0,0,0,0
2.033,0,0,0,0,1.5,0,1,0.951234,0.99997,0.976624,1,0.905213,1,1,1,0.986085,0,3.84,0,0,0,0,135.305,0,0,0,9.47877,10.0067,9.47877,10.0067,9.47877,99.9985,99.9985,9.99757,9.47877,9.47877,24.0174,0.833334,28.0278,12.6221,5.52778,5.72223,1815,1450,985.117,980,985.117,258.281,245.43,985,985.117,985.078,990,991.484,990,997.969,997.969,997.969,15.6094,1.05469,0.89844,0.742189,2.18751,17.0391,111.75,123.68,111.938,16.1016,434.979,46.5,0.482667,1.356,90,3.92157,-1.5,-0.484375,-0.484375,12.9412,12.9488,33,34.5,33,34.5,0,0,0,0,0,0
2.09,0,0,0,0,1.5,0,1,0.955933,0.99997,0.981324,1,0.905183,1,1,1,1.00488,0,3.84,0,0,0,0,135.281,0,0,0,8.81043,9.88618,8.81043,9.88465,8.81043,99.9985,99.9985,9.8816,8.81043,8.81043,23.7274,0.833334,27.5834,11.3312,5.5,5.72223,1796.5,1450,985.117,980,985.117,255.977,228.75,985,985.117,985.078,990,993.555,990,997.969,997.969,997.969,15.6563,1.05469,0.89844,0.742189,2.18751,16.875,111.914,123.633,111.891,14.8594,434.979,46.5,0.482667,1.36,90,3.92157,-1.5,-0.296875,-0.296875,11.7647,11.87,33,34.5,33,34.5,0,0,0,0,0,0
2.14,0,0,0,0,1.5,0,1,0.96695,0.99997,0.992341,1,0.905152,1,1,1,1.03198,0,3.84,0,0,0,0,136.266,0,0,0,8.17261,9.83582,8.17261,9.83582,8.17261,99.9985,99.9985,9.83735,8.17261,8.17261,23.3536,0.833334,27.5,10.08,5.38889,5.66667,1764.25,1450,985.117,980,985.117,255.273,212.617,985,985.117,985.078,990,995.352,990,997.969,997.969,997.969,15.7031,1.13282,0.859377,0.703127,2.26563,16.8047,111.727,123.07,111.375,13.6406,435.096,46.5,0.482667,1.384,90,3.92157,-1.5,-0.171875,-0.171875,10.5882,10.7912,33,34.5,33,34.5,0,0,0,0,0,0
2.19,0,0,0,0,1.5,0,1,0.974244,0.99997,0.999635,1,0.905152,1,1,1,1.04785,0,3.84,0,0,0,0,135.891,0,0,0,8.28553,9.69392,8.28553,9.69239,8.28553,99.9985,99.9985,9.75953,8.28553,8.28553,22.9584,0.833334,27.1667,10.2173,4.80556,5.08334,1750.5,1450,985.117,980,985.117,250.391,216.25,985,985.117,985.078,990,998.203,990,997.969,997.969,997.969,14.9531,1.13282,0.859377,0.703127,2.26563,16.3828,111.07,121.852,110.273,13.875,435.096,46.5,0.466667,1.348,90,3.52941,-1.5,-0.8125,-0.8125,10.5882,10.7912,33,34.5,33,34.5,0,0,0,0,0,0
2.24,0,0,0,0,1.5,0,1,0.982789,0.99997,1.00818,1,0.905152,1,1,1,1.05225,0,3.84,0,0,0,0,136.875,0,0,0,8.33741,9.4864,8.33741,9.48487,8.33741,99.9985,99.9985,9.53065,8.33741,8.33741,22.6669,0.833334,26.5834,10.3211,4.69445,5.02778,1748.75,1450,985.117,980,985.078,246.641,218.398,985,985.078,985.078,1000,1001.13,990,997.969,997.969,997.969,15,1.09375,0.89844,0.664064,2.18751,16.1016,110.133,121.336,109.805,14.0156,435.096,46.5,0.464001,1.328,90,3.13726,-1.5,-0.703125,-0.703125,10.5882,10.7912,33,34.5,33,34.5,0,0,0,0,0,0
2.29,0,0,0,0,1.5,0,1,0.990662,0.99997,1.01605,1,0.905121,1,1,1,1.05225,0,3.84,0,0,0,0,136.875,0,0,0,8.23365,9.25904,8.23365,9.32618,8.23365,99.9985,99.9985,9.31855,8.23365,8.23365,22.403,0.833334,27.0556,10.2112,4.66667,4.83334,1762.5,1450,985.078,980,985.078,240,215.195,985,985.078,985.078,1000,1003.59,990,997.969,997.969,997.969,14.3906,1.09375,0.89844,0.664064,2.18751,15.6094,109.805,121.359,109.828,13.7813,435.096,46.5,0.445334,1.3,90,3.13726,-1.5,-0.140625,-0.140625,10.5882,10.7912,33,35.25,33,35.25,0,0,0,0,0,0
2.34,0,0,0,0,1.5,0,1,1.04971,0.99997,1.02432,1,0.905121,1,1,1,1.05005,0,3.84,0,0,0,0,135.984,0,0,0,8.02918,9.12476,8.02918,9.16749,8.02918,99.9985,99.9985,9.16138,8.02918,8.02918,22.1314,0.833334,27.0556,9.92738,4.61111,4.91667,1798.25,1450,985.078,980,985.078,234.961,211.094,985,985.078,985.078,1000,1006.17,990,997.969,997.969,997.969,15.0469,1.09375,0.859377,0.625002,2.26563,15.2578,109.992,122.18,110.578,13.5,435.175,46.5,0.450667,1.388,90,3.13726,-1.5,-0.484375,-0.484375,10.5882,10.7912,33.75,35.25,33.75,35.25,0,0,0,0,0,0
2.39,0,0,0,0,1.5,0,1,1.05881,0.99997,1.03342,1,0.905121,1,1,1,1.05469,0,3.84,0,0,0,0,136.359,0,0,0,7.92542,8.99201,7.92542,9.04542,7.92542,99.9985,99.9985,9.03779,7.92542,7.92542,21.8521,0.833334,27.4167,9.79615,4.63889,4.83334,1814.75,1450,985.078,980,985.078,229.883,210.586,985,985.078,985.078,1000,1008.59,990,997.969,997.969,997.969,14.7656,1.09375,0.859377,0.625002,2.26563,14.9297,110.883,123.445,111.727,13.5,435.175,46.5,0.456001,1.376,90,3.13726,-1.5,-0.65625,-0.65625,10.5882,10.7912,33.75,35.25,33.75,35.25,0,0,0,0,0,0
2.44,0,0,0,0,1.5,0,1,1.07013,0.99997,1.04474,1,0.905091,1,1,1,1.07105,0,3.84,0,0,0,0,135.305,0,0,0,7.99561,8.87757,7.99561,8.91419,7.99561,99.9985,99.9985,8.90809,7.99561,7.99561,21.6004,0.833334,27.4167,9.86329,4.52778,4.88889,1806,1450,985.078,980,985.078,226.875,210.508,985,985.078,985.078,1010,1011.99,990,997.969,997.969,997.969,15.0938,1.09375,0.781252,0.625002,2.18751,14.6953,111.773,123.68,111.938,13.5,435.175,46.5,0.466667,1.368,90,3.13726,-1.5,-0.640625,-0.640625,10.5882,10.7912,33.75,35.25,33.75,35.25,0,0,0,0,0,0
2.49,0,0,0,0,1.5,0,1,1.08164,0.99997,1.05624,1,0.905091,1,1,1,1.09253,0,3.84,0,0,0,0,135.188,0,0,0,8.11768,8.77686,8.11768,8.79822,8.11768,99.9985,99.9985,8.79059,8.11768,8.11768,21.4157,0.833334,26.9445,9.97315,4.52778,4.86111,1792.5,1450,985.078,980,985.078,224.57,210.625,985,985.078,985.078,1010,1015.08,990,997.969,997.969,997.969,15.3281,1.09375,0.781252,0.625002,2.18751,14.5313,111.844,123.305,111.586,13.5,435.175,46.5,0.474667,1.38,90,3.13726,-1.5,-0.375,-0.375,10.5882,10.7912,33.75,35.25,33.75,35.25,0,0,0,0,0,0
2.54,0,0,0,0,1.5,0,1,1.09287,0.99997,1.06748,1,0.905091,1,1,1,1.11255,0,3.84,0,0,0,0,136.195,0,0,0,8.20923,8.72956,8.20923,8.73719,8.20923,99.9985,99.9985,8.72956,8.20923,8.20923,21.2753,0.833334,26.9445,10.1044,4.55556,4.91667,1775.75,1450,985.078,980,985.078,223.516,213.672,985,985.078,985.078,1010,1018.32,990,997.969,997.969,997.969,15.5625,1.01563,0.820315,0.644533,2.03126,14.4375,111.445,122.813,111.141,13.7109,435.272,46.5,0.474667,1.356,90,3.13726,-1.5,-0.5,-0.5,10.5882,10.7912,33.75,35.25,33.75,35.25,0,0,0,0,0,0
2.59,0,0,0,0,1.5,0,1,1.10523,0.99997,1.07983,1,0.905091,1,1,1,1.12256,0,3.84,0,0,0,0,135.914,0,0,0,8.56324,8.69599,8.56324,8.70057,8.56324,99.9985,99.9985,8.69294,8.56324,8.56324,21.4844,0.833334,26.5,10.73,4.61111,4.88889,1757.5,1450,985.078,980,985.078,223.555,223.516,985,985.078,985.078,1020,1021.41,990,997.969,997.969,997.969,15.6563,1.01563,0.820315,0.644533,2.03126,14.4141,110.906,121.945,110.367,14.4141,435.272,46.5,0.485334,1.364,90,3.13726,-1.5,-0.546875,-0.546875,10.9804,11.1498,33.75,35.25,33.75,35.25,0,0,0,0,0,0
2.64,0,0,0,0,1.5,0,1,1.0668,0.99997,1.09219,1,0.905091,1,1,1,1.125,0,3.84,0,0,0,0,136.875,0,0,0,8.63953,8.73871,8.63953,8.72498,8.63953,99.9985,99.9985,8.71735,8.63953,8.63953,21.4844,0.833334,26.5,10.8765,4.55556,4.83334,1742.25,1450,985.078,980,985.078,225.43,226.289,985,985.078,985.078,1020,1025.04,990,997.93,997.93,997.93,15.4219,0.976565,0.89844,0.664064,1.95313,14.5313,110.227,121.383,109.852,14.6016,435.272,46.5,0.496001,1.352,90,3.13726,-1.5,-0.546875,-0.546875,10.9804,11.1498,33.75,35.25,33.75,35.25,0,0,0,0,0,0
2.69,0,0,0,0,1.5,0,1,1.07788,0.99997,1.10327,1,0.90506,1,1,1,1.12012,0,3.84,0,0,0,0,136.711,0,0,0,8.77381,8.74024,8.77381,8.70972,8.77381,99.9985,99.9985,8.70209,8.77381,8.77381,22.2656,0.833334,26.0834,11.1633,4.63889,4.83334,1716.75,1450,985.078,980,985.078,225.938,230.664,985,985.078,985.078,1020,1027.27,990,997.969,997.969,997.969,15.7031,0.976565,0.89844,0.664064,1.95313,14.5547,109.688,120.656,109.195,14.9063,435.272,46.5,0.485334,1.364,90,3.13726,-1.5,-0.4375,-0.328125,10.9804,11.1498,33.75,36,33.75,36,0,0,0,0,0,0
2.74,0,0,0,0,3,0,1,1.08811,0.99997,1.1135,1,0.905183,1,1,1,1.11011,0,3.84,0,0,0,0,137.625,0,0,0,8.80738,8.71888,8.80738,8.71888,8.80738,99.9985,99.9985,8.71125,8.80738,8.80738,22.2656,0.833334,26.0834,11.1939,4.66667,4.86111,1710.5,1450,985.078,980,985.078,226.289,231.953,985,985.078,985.078,1020,1029.45,990,997.969,997.969,997.969,15.7031,0.89844,0.859377,0.644533,1.79688,14.5547,109.008,119.813,108.445,14.9766,435.37,46.5,0.482667,1.36,90,3.13726,-1.5,-0.484375,-0.484375,10.9804,11.1498,33,36,33,36,0,0,0,0,0,0
2.79,0,0,0,0,3,0,1,1.09552,0.99997,1.12091,1,0.905518,1,1,1,1.09253,0,3.84,0,0,0,0,137.555,0,0,0,8.76771,8.77534,8.76771,8.77381,8.76771,99.9985,99.9985,8.76771,8.76771,8.76771,22.2656,0.833334,26.1111,11.1725,4.69445,4.86111,1722.25,1450,985.078,980,985.078,227.305,230.781,985,985.078,985.078,1030,1031.68,990,997.969,997.969,997.969,15.7969,0.89844,0.859377,0.644533,1.79688,14.6016,108.375,119.531,108.234,14.8828,435.37,46.5,0.488001,1.364,90,3.13726,-1.5,-0.6875,-0.6875,10.9804,11.1498,33,36,33,36,0,0,0,0,0,0
2.84,0,0,0,0,2.25,0,1,1.10043,0.99997,1.12582,1,0.90564,1,1,1,1.07593,0,3.84,0,0,0,0,136.547,0,0,0,8.56934,8.77228,8.56934,8.77076,8.56934,99.9985,99.9985,8.76465,8.56934,8.56934,22.1665,0.833334,26.5278,10.9161,4.66667,4.86111,1748,1450,985.078,980,985.078,227.617,225.195,985,985.078,985.078,1030,1030.2,990,995.313,995.313,995.313,16.125,0.859377,0.937502,0.60547,1.71875,14.6484,108.328,120.07,108.727,14.4844,435.37,46.5,0.490667,1.424,90,3.13726,-1.5,-0.375,-0.375,10.9804,11.1498,33.75,36,33.75,36,0,0,0,0,0,0
2.89,0,0,0,0,2.25,0,1,1.09992,0.99997,1.12531,1,0.905579,1,1,1,1.05689,0,3.84,0,0,0,0,136.852,0,0,0,8.43201,8.80585,8.43201,8.80433,8.43201,99.9985,99.9985,8.7967,8.43201,8.43201,22.0795,0.833334,26.5278,10.7239,4.69445,4.88889,1759,1450,985.078,980,985.078,226.641,220.313,985,985.078,985.078,1030,1035.31,990,997.969,997.969,997.969,15.8906,0.859377,0.937502,0.60547,1.71875,14.6016,108.938,121.242,109.781,14.1563,435.37,46.5,0.490667,1.412,90,3.13726,-1.5,-0.359375,-0.359375,10.9804,11.1498,33.75,35.25,33.75,35.25,0,0,0,0,0,0
2.94,0,0,0,0,1.5,0,1,1.14902,0.99997,1.12363,1,0.905518,1,1,1,1.04004,0,3.84,0,0,0,0,136.969,0,0,0,8.42591,8.79059,8.42591,8.78907,8.42591,99.9985,99.9985,8.78297,8.42591,8.42591,21.9422,0.833334,27,10.6812,4.72223,4.88889,1758.5,1450,985.078,980,985.078,225.781,220.156,985,985.078,985.078,1030,1036.8,990,997.969,997.969,997.969,16.6406,0.859377,0.937502,0.60547,1.71875,14.5547,109.852,121.664,110.156,14.1563,435.448,46.5,0.512001,1.424,90,3.13726,-1.5,-0.5625,-0.5625,10.9804,11.1498,33.75,35.25,33.75,35.25,0,0,0,0,0,0
